Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Assay Name,Experimental Condition [stretch duration],Experimental Condition [Nocodazole or DMSO],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Folder Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Protocol REF,Processed Data File
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_224.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_224.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_224.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_225.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_225.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_225.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_226.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_226.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_226.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_227.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_227.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_227.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_228.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_228.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_228.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_229.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_229.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_229.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_230.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_230.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_230.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_231.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_231.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_231.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_232.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_232.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_232.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_233.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_233.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_233.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_234.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_234.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_234.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_235.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_235.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_235.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_236.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_236.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_236.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_237.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_237.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_237.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_238.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_238.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_238.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_239.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_239.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_239.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_240.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_240.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_240.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_241.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_241.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_241.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_242.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_242.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_242.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_243.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_243.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_243.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_244.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_244.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_244.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_245.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_245.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_245.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_246.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_246.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_246.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_247.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_247.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_247.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_248.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_248.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_248.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_249.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_249.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_249.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_250.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_250.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_250.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_251.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_251.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_251.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_252.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_252.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_252.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_253.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_253.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_253.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_254.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_254.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_254.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_255.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_255.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_255.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_256.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_256.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_256.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_257.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_257.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_257.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_258.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_258.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_258.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_259.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_259.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_259.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_260.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_260.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_260.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_261.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_261.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_261.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_262.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_262.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_262.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_263.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_263.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_263.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_264.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_264.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_264.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_265.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_265.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_265.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_266.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_266.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_266.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_267.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_267.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_267.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_268.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_268.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_268.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_269.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_269.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_269.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_270.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_270.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_270.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_271.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_271.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_271.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_272.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_272.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_272.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
Untreated 1h Actin Vimentin,ExperimentA_No08_2012_06_17_1h_actin_microtubules_273.zvi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentA_No08_2012_06_17_1h_actin_microtubules_273.zvi,1h,Untreated,,,,2012_06_17,ExperimentA_No08_2012_06_17_1h_actin_microtubules_273.zvi,ImagesOfExperimentA,(XYZC) = 1000 x 1000 x 1 x 4,raw,"Ch1: Actin, Ch2: Vimentin, Ch3: Microtubules, Ch4: Cell",,
